requested_amount,purpose,credit_score,credit_utilization,payment_history_percent,derogatory_marks,hard_inquiries,total_accounts,oldest_account_years,annual_income,employment_length_months,debt_to_income,monthly_debt_payments,target
2327.0,radio/tv,749,0.256,0.8747,1,0,2,3.9,13088.05,0,0.213,232.33,bad
1082.0,new car,399,0.6978,0.5589,1,4,5,6.2,31060.32,9,0.5949,1539.93,bad
886.0,radio/tv,773,0.2147,0.9528,1,0,4,4.4,35701.43,22,0.2045,608.39,good
601.0,furniture/equipment,751,0.2353,0.9437,2,2,3,6.8,20010.24,0,0.2256,376.14,good
2957.0,used car,774,0.0516,0.9087,2,0,4,8.7,64547.07,131,0.1338,719.96,good
2611.0,radio/tv,788,0.1784,0.8998,0,1,5,6.0,36315.96,121,0.1713,518.55,good
5179.0,furniture/equipment,550,0.4835,0.6807,0,0,3,3.1,27684.55,50,0.4193,967.38,bad
2993.0,used car,801,0.2449,0.9234,1,0,6,2.7,14026.18,23,0.1595,186.43,good
1943.0,repairs,675,0.2568,0.8106,0,1,7,7.4,20720.29,0,0.2492,430.32,bad
1559.0,business,759,0.1778,0.9283,1,0,4,7.3,53563.08,58,0.1862,831.18,good
3422.0,furniture/equipment,668,0.2849,0.7908,1,2,9,8.1,42176.5,128,0.2355,827.71,good
3976.0,furniture/equipment,802,0.1839,0.9131,0,0,3,5.4,35850.55,72,0.0887,265.07,good
6761.0,new car,724,0.2673,0.9091,1,1,5,7.3,59603.11,23,0.161,799.77,bad
1249.0,new car,656,0.3419,0.7958,0,1,3,4.3,41011.48,1,0.2406,822.42,good
1364.0,radio/tv,732,0.1052,0.961,2,1,3,7.5,45697.68,73,0.1412,537.78,good
709.0,radio/tv,655,0.3654,0.8461,1,1,3,6.5,26241.97,108,0.2712,593.14,bad
2235.0,new car,593,0.4851,0.7458,1,1,4,3.5,38083.51,43,0.3036,963.4,bad
4042.0,used car,850,0.046,0.9873,0,0,5,10.0,50263.98,73,0.0806,337.49,good
1471.0,radio/tv,809,0.1747,0.9278,0,0,4,10.5,42879.07,29,0.164,586.11,good
1442.0,new car,406,0.7322,0.52,0,3,6,6.7,16377.29,47,0.5515,752.67,bad
10875.0,new car,602,0.4579,0.7769,2,2,5,2.6,42923.96,126,0.3587,1283.05,good
1474.0,new car,706,0.2104,0.8771,1,0,7,6.6,42057.28,5,0.2936,1029.14,good
894.0,retraining,845,0.1663,0.9928,0,0,3,5.0,52984.85,62,0.0995,439.47,good
3343.0,furniture/equipment,795,0.1864,0.9745,0,1,4,4.4,44809.22,28,0.1394,520.59,good
3959.0,new car,464,0.6145,0.6794,2,0,3,2.9,21126.79,28,0.4578,805.96,bad
3577.0,new car,844,0.0568,0.9166,2,0,3,5.0,34758.57,37,0.1569,454.39,good
5804.0,used car,805,0.1461,0.9299,0,0,6,3.6,31629.41,25,0.0835,219.96,good
2169.0,business,738,0.1301,0.9209,0,1,3,5.3,40952.99,23,0.222,757.61,bad
2439.0,radio/tv,550,0.4295,0.6916,0,1,3,5.9,24604.45,0,0.4089,838.41,bad
4526.0,furniture/equipment,794,0.193,0.9476,1,1,8,2.9,23876.17,5,0.1,199.07,good
2210.0,furniture/equipment,731,0.1385,0.8863,2,0,2,4.0,19503.86,28,0.1463,237.71,bad
2221.0,furniture/equipment,757,0.1763,0.8783,0,0,2,8.5,33956.44,35,0.1585,448.41,good
2389.0,radio/tv,423,0.7563,0.6017,3,1,3,1.1,31337.46,0,0.5134,1340.62,good
3331.0,furniture/equipment,785,0.0923,0.8947,0,0,4,9.4,53126.72,146,0.151,668.37,good
7409.0,business,737,0.2057,0.9135,1,0,5,4.8,45789.95,116,0.1746,666.42,good
652.0,furniture/equipment,466,0.5714,0.6465,3,1,4,7.2,22600.95,113,0.4439,836.13,good
7678.0,furniture/equipment,767,0.0365,0.9227,2,1,5,8.4,52681.01,83,0.1389,609.96,good
1343.0,new car,840,0.1123,1.0,0,0,4,9.1,36559.82,134,0.1772,539.82,good
1382.0,business,737,0.1272,0.915,1,0,6,2.3,30971.73,61,0.1257,324.51,good
874.0,domestic appliance,806,0.132,0.9015,0,0,4,1.0,37571.7,2,0.2133,667.96,good
3590.0,furniture/equipment,594,0.4187,0.7008,2,1,5,2.4,19014.02,5,0.3575,566.44,good
1322.0,new car,752,0.2169,0.8398,0,0,8,7.8,45687.58,25,0.2548,970.17,good
1940.0,radio/tv,408,0.6776,0.5688,2,2,3,10.0,62700.87,0,0.4962,2592.78,good
3595.0,radio/tv,697,0.2764,0.8249,1,1,4,3.1,40091.02,133,0.3015,1007.27,good
1422.0,new car,553,0.4979,0.7101,1,1,3,3.0,74932.24,0,0.3229,2016.48,bad
6742.0,radio/tv,850,0.0435,0.9541,0,0,4,8.0,39771.89,58,0.1709,566.29,good
7814.0,used car,820,0.1639,0.9564,0,0,4,6.7,90464.49,70,0.1164,877.35,good
9277.0,used car,795,0.1504,0.9313,1,0,3,9.6,57842.95,16,0.2012,969.96,good
2181.0,new car,686,0.2492,0.8581,1,0,6,7.1,41566.43,143,0.2303,797.56,good
1098.0,radio/tv,800,0.1856,0.981,0,1,5,7.7,31143.84,0,0.1341,347.93,good
4057.0,furniture/equipment,703,0.3704,0.7972,0,0,3,3.7,41932.5,42,0.3126,1092.42,bad
795.0,education,459,0.5929,0.6162,7,1,2,6.5,38737.25,0,0.4965,1602.67,bad
2825.0,business,779,0.1594,0.8899,0,2,7,8.5,41034.15,63,0.1657,566.45,good
15672.0,business,406,0.6666,0.5545,1,6,2,2.3,24068.27,0,0.6073,1218.11,bad
6614.0,new car,719,0.306,0.8124,1,0,5,8.4,77432.37,134,0.2498,1612.01,good
7824.0,used car,775,0.2114,0.9112,0,0,4,10.3,36306.39,4,0.1518,459.24,good
2442.0,business,508,0.4775,0.6714,1,0,11,7.4,65920.23,125,0.4273,2347.36,good
1829.0,radio/tv,798,0.1156,0.9483,0,0,7,7.9,55045.86,131,0.0865,396.68,good
2171.0,new car,659,0.2894,0.7173,0,0,6,8.1,22573.11,28,0.2946,554.17,good
5800.0,used car,761,0.2047,0.908,1,0,6,8.9,45241.16,9,0.2361,890.26,good
1169.0,radio/tv,850,0.0,1.0,0,0,5,7.0,34561.46,29,0.1256,361.7,good
8947.0,used car,808,0.1279,0.9819,0,0,4,4.6,42219.99,65,0.1676,589.69,good
2606.0,radio/tv,479,0.6084,0.5937,4,2,4,4.2,51904.83,0,0.4852,2098.57,good
1592.0,furniture/equipment,850,0.0925,1.0,0,0,3,3.9,36053.08,62,0.2132,640.58,good
2186.0,furniture/equipment,809,0.0535,0.943,1,0,5,7.7,23138.25,73,0.1746,336.65,good
4153.0,furniture/equipment,589,0.3505,0.7478,2,0,3,7.8,48689.05,11,0.3504,1421.88,bad
2625.0,new car,710,0.2396,0.8522,2,1,9,8.2,42184.94,123,0.2369,832.97,bad
3485.0,new car,809,0.0902,0.9415,0,0,7,7.4,51558.53,0,0.1339,575.45,good
10477.0,used car,836,0.1231,0.8884,0,0,7,10.2,44632.3,125,0.1412,525.21,good
1386.0,radio/tv,784,0.1335,0.9089,1,0,4,4.9,40190.91,28,0.183,612.91,good
1278.0,radio/tv,817,0.0896,0.9405,1,0,2,3.6,89214.1,115,0.0928,689.92,good
1107.0,radio/tv,647,0.3878,0.8114,2,2,3,4.5,92282.58,21,0.3038,2336.04,good
3763.0,new car,796,0.0821,0.9293,0,0,6,3.9,16104.38,56,0.156,209.36,good
3711.0,education,547,0.451,0.6993,1,3,2,4.3,34901.46,14,0.3458,1005.76,good
3594.0,used car,809,0.1004,0.948,0,0,5,5.6,24947.71,1,0.0658,136.79,good
3195.0,new car,725,0.2344,0.8814,0,0,3,2.8,21000.99,35,0.2553,446.84,good
4454.0,radio/tv,657,0.2904,0.7903,1,0,6,7.2,41229.67,38,0.3289,1130.13,good
4736.0,furniture/equipment,570,0.4549,0.7238,3,1,3,9.0,12000.0,5,0.3983,398.27,bad
2991.0,radio/tv,693,0.2178,0.8359,2,2,4,5.3,34348.05,141,0.2549,729.74,good
2142.0,business,814,0.0965,1.0,0,0,2,5.4,41267.81,134,0.1634,561.92,good
3161.0,business,426,0.755,0.5582,5,3,2,2.2,31229.17,11,0.6165,1604.46,bad
18424.0,other,399,0.7531,0.5554,2,3,8,2.4,56109.53,9,0.5817,2719.86,bad
2848.0,used car,850,0.1404,0.924,0,0,3,4.9,39633.03,18,0.1049,346.39,good
14896.0,new car,408,0.678,0.5413,2,1,3,6.9,44900.82,120,0.5096,1906.97,bad
2359.0,furniture/equipment,604,0.4042,0.7076,3,2,3,1.8,42298.93,0,0.3763,1326.52,bad
3345.0,furniture/equipment,539,0.4769,0.694,1,0,3,2.0,45652.14,125,0.3851,1464.92,bad
1817.0,furniture/equipment,706,0.2032,0.8113,1,0,5,4.6,27890.06,30,0.2247,522.18,good
12749.0,radio/tv,738,0.238,0.8777,1,1,4,0.5,71727.83,73,0.2177,1301.05,good
1366.0,radio/tv,505,0.5781,0.5887,1,1,4,6.7,24583.3,0,0.4546,931.21,bad
2002.0,new car,629,0.371,0.774,2,0,5,6.0,27955.23,50,0.2943,685.71,good
6872.0,furniture/equipment,383,0.6928,0.4906,3,3,3,0.5,41802.7,8,0.5803,2021.56,bad
697.0,new car,402,0.6539,0.5193,4,1,5,0.9,35703.73,0,0.557,1657.27,bad
1049.0,furniture/equipment,516,0.566,0.6402,0,2,4,9.7,25949.98,0,0.4449,962.03,good
10297.0,used car,389,0.7085,0.5373,2,3,9,4.6,31956.58,48,0.5439,1448.52,bad
1867.0,radio/tv,850,0.0372,0.934,0,0,3,8.5,57180.27,118,0.1612,768.21,good
1344.0,new car,558,0.5138,0.6962,1,0,8,4.8,23200.62,25,0.3831,740.65,good
1747.0,furniture/equipment,647,0.3929,0.7876,0,1,5,0.5,13121.37,0,0.2958,323.47,good
1670.0,radio/tv,607,0.423,0.7419,3,0,4,2.4,30301.27,3,0.3081,778.11,bad
1224.0,new car,817,0.1289,0.9003,0,1,5,2.5,42447.22,18,0.1665,588.99,good
522.0,radio/tv,817,0.0911,1.0,0,0,5,10.1,55042.24,135,0.1534,703.56,good
1498.0,radio/tv,504,0.6648,0.6681,4,1,4,0.5,27789.09,37,0.471,1090.71,good
1919.0,radio/tv,532,0.6082,0.661,3,1,5,3.8,60289.57,0,0.3981,1999.92,bad
745.0,radio/tv,740,0.2291,0.8633,2,0,3,4.0,21681.2,36,0.2808,507.25,bad
2063.0,radio/tv,624,0.5064,0.769,3,1,4,4.1,75384.12,0,0.3198,2008.85,good
6288.0,education,329,0.7944,0.502,3,3,5,7.9,34768.54,6,0.5956,1725.75,bad
6842.0,used car,850,0.0664,1.0,0,0,7,9.3,78587.94,25,0.1167,764.55,good
3527.0,new car,825,0.1183,0.9109,0,1,3,4.5,90880.67,3,0.0878,665.11,good
1546.0,new car,826,0.1213,0.9488,0,0,3,3.3,20864.27,14,0.1191,207.11,good
929.0,furniture/equipment,807,0.1115,0.9765,0,0,4,7.4,37456.6,55,0.1856,579.24,good
1455.0,new car,803,0.0974,1.0,0,0,6,3.3,24895.07,50,0.1329,275.61,good
1845.0,furniture/equipment,558,0.4528,0.7466,1,0,2,0.5,39817.55,0,0.4429,1469.52,good
8358.0,new car,323,0.6966,0.535,5,1,4,0.5,28476.96,0,0.5286,1254.52,good
3349.0,furniture/equipment,443,0.671,0.5804,4,2,4,6.7,28505.96,0,0.4294,1020.03,bad
2859.0,new car,774,0.0911,0.9149,0,1,4,7.7,77588.35,2,0.2803,1812.37,good
1533.0,furniture/equipment,698,0.4377,0.8217,1,1,4,0.8,22355.01,3,0.3163,589.33,bad
3621.0,radio/tv,789,0.1281,0.9424,1,0,7,7.6,32858.06,125,0.1851,506.93,bad
3590.0,business,704,0.2951,0.7922,3,1,8,3.9,17226.97,0,0.3123,448.37,good
2145.0,business,659,0.2067,0.8533,1,1,4,0.5,39940.36,54,0.2811,935.72,bad
4113.0,used car,625,0.3572,0.77,0,1,3,8.8,34473.94,0,0.3086,886.55,bad
10974.0,furniture/equipment,519,0.5457,0.6847,2,0,4,3.5,54825.49,0,0.4634,2117.05,bad
1893.0,new car,567,0.3608,0.6823,2,2,2,7.4,46406.57,31,0.3558,1375.85,good
1231.0,radio/tv,759,0.1609,0.8664,0,0,5,10.2,73135.84,129,0.159,968.85,good
3656.0,radio/tv,777,0.1467,0.8905,0,0,6,8.1,26635.04,129,0.1559,345.99,good
1154.0,radio/tv,778,0.1315,0.9431,0,1,9,8.7,26122.59,136,0.1654,360.14,good
4006.0,new car,465,0.5829,0.5948,3,2,3,0.5,19701.58,23,0.4377,718.57,bad
3069.0,furniture/equipment,590,0.3381,0.6766,0,1,2,7.5,28223.79,106,0.3349,787.7,good
1740.0,radio/tv,808,0.1641,0.97,0,1,5,3.5,22246.37,140,0.1706,316.36,good
2353.0,new car,560,0.4664,0.7132,2,1,4,7.1,40359.42,23,0.3417,1149.13,good
3556.0,new car,737,0.13,0.9018,1,0,5,5.1,31848.85,26,0.1886,500.6,good
2397.0,radio/tv,727,0.1929,0.9507,2,2,5,3.8,42634.51,118,0.1233,438.06,bad
454.0,repairs,582,0.4127,0.7234,4,1,2,0.6,17166.96,2,0.3725,532.88,good
1715.0,radio/tv,650,0.3991,0.7741,1,1,2,1.4,37242.93,11,0.344,1067.71,good
2520.0,radio/tv,711,0.2791,0.8317,0,1,5,2.7,24853.48,23,0.2055,425.69,bad
3568.0,radio/tv,669,0.2694,0.8702,0,0,2,4.4,91385.21,128,0.2249,1712.66,good
7166.0,radio/tv,829,0.1506,0.8981,1,1,2,7.5,35132.11,75,0.1083,317.19,good
3939.0,new car,681,0.2169,0.8519,1,0,5,3.8,24611.49,22,0.2669,547.32,good
1514.0,repairs,741,0.2217,0.896,0,2,3,4.9,33034.49,28,0.1897,522.31,good
7393.0,new car,682,0.3573,0.8197,4,0,3,8.3,31491.15,12,0.3138,823.47,good
1193.0,new car,306,0.7146,0.5128,2,2,5,4.7,12000.0,0,0.5798,579.79,bad
7297.0,business,315,0.8352,0.4552,7,6,3,6.5,13551.92,107,0.5528,624.34,bad
2831.0,radio/tv,793,0.1508,0.9231,1,1,4,3.6,32465.51,31,0.1872,506.39,good
1258.0,radio/tv,755,0.2936,0.8568,0,0,3,5.0,35160.77,17,0.2252,659.71,good
753.0,radio/tv,850,0.1204,0.9975,0,0,2,7.4,58860.0,37,0.1296,635.49,good
2427.0,business,726,0.1936,0.9151,0,0,4,3.9,39098.58,125,0.2257,735.48,good
2538.0,new car,680,0.3629,0.8674,2,1,5,7.6,23256.26,119,0.2756,534.19,bad
1264.0,new car,455,0.6135,0.6527,3,2,4,0.9,19688.22,8,0.4587,752.63,bad
8386.0,furniture/equipment,760,0.1642,0.8444,1,0,2,5.4,59851.19,49,0.1707,851.47,bad
4844.0,business,556,0.503,0.7052,5,1,3,2.6,81497.82,0,0.4092,2778.79,bad
2923.0,new car,604,0.3538,0.7466,0,1,4,1.5,49906.05,34,0.3553,1477.61,good
8229.0,used car,521,0.4588,0.6549,3,0,4,1.5,28480.01,21,0.3917,929.61,bad
2028.0,furniture/equipment,828,0.0621,0.9841,0,0,5,3.6,22270.95,64,0.0963,178.75,good
1433.0,furniture/equipment,499,0.5481,0.6845,1,2,6,4.6,28364.34,0,0.3762,889.25,good
6289.0,business,429,0.6254,0.5395,2,4,7,1.2,43710.5,0,0.5756,2096.76,good
1409.0,radio/tv,803,0.087,0.9822,1,0,3,8.9,59825.12,0,0.0655,326.76,good
6579.0,used car,590,0.4599,0.7362,1,1,2,2.9,49438.64,0,0.4144,1707.11,good
1743.0,radio/tv,717,0.2972,0.8729,1,0,5,2.5,27847.8,136,0.3109,721.59,good
3565.0,education,827,0.0219,1.0,0,0,6,1.8,25637.11,0,0.2138,456.83,good
1569.0,radio/tv,671,0.2833,0.8753,1,0,5,6.9,20842.6,116,0.2607,452.82,good
1936.0,radio/tv,719,0.1719,0.9249,0,0,5,9.1,17813.69,72,0.2319,344.26,good
3959.0,furniture/equipment,452,0.6163,0.6869,1,1,4,5.0,35600.84,0,0.4236,1256.83,good
2390.0,new car,791,0.0988,0.963,0,0,5,6.0,49337.29,122,0.2001,822.5,good
1736.0,furniture/equipment,757,0.085,0.8827,0,2,3,8.3,17531.05,59,0.1672,244.22,good
3857.0,used car,570,0.5239,0.7326,3,2,6,8.4,77924.1,29,0.39,2532.24,good
804.0,radio/tv,785,0.178,0.9857,2,0,3,8.9,45307.96,133,0.1535,579.61,good
1845.0,radio/tv,485,0.6037,0.6332,3,3,4,5.1,28412.15,10,0.5391,1276.36,bad
4576.0,used car,750,0.2984,0.8497,1,0,5,8.0,28933.41,0,0.2233,538.29,good
